sección,descripción sección,división,descripción división,grupo,descripción grupo,clase,descripción clase
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,65,"Seguros (incluso el reaseguro), seguros sociales y fondos de pensiones, excepto la seguridad social",653,Servicios de seguros sociales de pensiones,6532,Régimen de ahorro individual (RAI)
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6611,Administración de mercados financieros
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6612,Corretaje de valores y de contratos de productos básicos
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6613,Otras actividades relacionadas con el mercado de valores
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6614,Actividades de las casas de cambio
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6615,Actividades de los profesionales de compra y venta de divisas
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,661,"Actividades auxiliares de las actividades de servicios financieros, excepto las de seguros y pensiones",6619,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,662,Actividades de servicios auxiliares de los servicios de seguros y pensiones,6621,Actividades de agentes y corredores de seguros
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,662,Actividades de servicios auxiliares de los servicios de seguros y pensiones,6629,"Evaluación de riesgos y daños, y otras actividades de servicios auxiliares"
K,ACTIVIDADES FINANCIERAS Y DE SEGUROS,66,Actividades auxiliares de las actividades de servicios financieros,663,Actividades de administración de fondos,6630,Actividades de administración de fondos
L,ACTIVIDADES INMOBILIARIAS,68,Actividades inmobiliarias,681,Actividades inmobiliarias realizadas con bienes propios o arrendados,6810,Actividades inmobiliarias realizadas con bienes propios o arrendados
L,ACTIVIDADES INMOBILIARIAS,68,Actividades inmobiliarias,682,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata ,6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata 
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",69,Actividades jurídicas y de contabilidad,691,Actividades jurídicas,6910,Actividades jurídicas
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",69,Actividades jurídicas y de contabilidad,692,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",6920,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria"
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",70,Actividades de administración empresarial; actividades de consultoría de gestión,701,Actividades de administración empresarial,7010,Actividades de administración empresarial
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",70,Actividades de administración empresarial; actividades de consultoría de gestión,702,Actividades de consultaría de gestión,7020,Actividades de consultaría de gestión
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",71,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,711,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,7110,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",71,Actividades de arquitectura e ingeniería; ensayos y análisis técnicos,712,Ensayos y análisis técnicos,7120,Ensayos y análisis técnicos
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",72,Investigación científica y desarrollo,721,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería ,7210,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería 
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",72,Investigación científica y desarrollo,722,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,7220,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",73,Publicidad y estudios de mercado,731,Publicidad,7310,Publicidad
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",73,Publicidad y estudios de mercado,732,Estudios de mercado y realización de encuestas de opinión pública,7320,Estudios de mercado y realización de encuestas de opinión pública
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",74,"Otras actividades profesionales, científicas y técnicas",741,Actividades especializadas de diseño ,7410,Actividades especializadas de diseño 
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",74,"Otras actividades profesionales, científicas y técnicas",742,Actividades de fotografía,7420,Actividades de fotografía
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",74,"Otras actividades profesionales, científicas y técnicas",749,"Otras actividades profesionales, científicas y técnicas n.c.p.",7490,"Otras actividades profesionales, científicas y técnicas n.c.p."
M,"ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS",75,Actividades veterinarias,750,Actividades veterinarias,7500,Actividades veterinarias
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,771,Alquiler y arrendamiento de vehículos automotores,7710,Alquiler y arrendamiento de vehículos automotores
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,772,Alquiler y arrendamiento de efectos personales y enseres domésticos,7721,Alquiler y arrendamiento de equipo recreativo y deportivo
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,772,Alquiler y arrendamiento de efectos personales y enseres domésticos,7722,Alquiler de videos y discos 
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,772,Alquiler y arrendamiento de efectos personales y enseres domésticos,7729,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,773,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p."
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,77,Actividades de alquiler y arrendamiento,774,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",7740,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor"
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,78,Actividades de empleo,781,Actividades de agencias de empleo,7810,Actividades de agencias de empleo
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,78,Actividades de empleo,782,Actividades de agencias de empleo temporal,7820,Actividades de agencias de empleo temporal
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,78,Actividades de empleo,783,Otras actividades de suministro de recurso humano,7830,Otras actividades de suministro de recurso humano
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,79,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",791,Actividades de las agencias de viajes y operadores turísticos,7911,Actividades de las agencias de viaje
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,79,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",791,Actividades de las agencias de viajes y operadores turísticos,7912,Actividades de operadores turísticos
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,79,"Actividades de las agencias de viajes, operadores turísticos, servicios de reserva y actividades relacionadas",799,Otros servicios de reserva y actividades relacionadas,7990,Otros servicios de reserva y actividades relacionadas
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,80,Actividades de seguridad e investigación privada,801,Actividades de seguridad privada,8010,Actividades de seguridad privada
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,80,Actividades de seguridad e investigación privada,802,Actividades de servicios de sistemas de seguridad,8020,Actividades de servicios de sistemas de seguridad
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,80,Actividades de seguridad e investigación privada,803,Actividades de detectives e investigadores privados,8030,Actividades de detectives e investigadores privados
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,81,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",811,Actividades combinadas de apoyo a instalaciones,8110,Actividades combinadas de apoyo a instalaciones
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,81,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",812,Actividades de limpieza,8121,Limpieza general interior de edificios
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,81,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",812,Actividades de limpieza,8129,Otras actividades de limpieza de edificios e instalaciones industriales
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,81,"Actividades de servicios a edificios y paisajismo (jardines, zonas verdes)",813,Actividades de paisajismo y servicios de mantenimiento conexos,8130,Actividades de paisajismo y servicios de mantenimiento conexos
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,821,Actividades administrativas y de apoyo de oficina,8211,Actividades combinadas de servicios administrativos de oficina
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,821,Actividades administrativas y de apoyo de oficina,8219,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina"
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,822,Actividades de centros de llamadas (Call center),8220,Actividades de centros de llamadas (Call center)
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,823,Organización de convenciones y eventos comerciales,8230,Organización de convenciones y eventos comerciales
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,829,Actividades de servicios de apoyo a las empresas n.c.p.,8291,Actividades de agencias de cobranza y oficinas de calificación crediticia
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,829,Actividades de servicios de apoyo a las empresas n.c.p.,8292,Actividades de envase y empaque
N,ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO,82,Actividades administrativas y de apoyo de oficina y otras actividades de apoyo a las empresas,829,Actividades de servicios de apoyo a las empresas n.c.p.,8299,Otras actividades de servicio de apoyo a las empresas n.c.p.
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841,Administración del Estado y aplicación de la política económica y social de la comunidad,8411,Actividades legislativas de la administración pública
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841,Administración del Estado y aplicación de la política económica y social de la comunidad,8412,Actividades ejecutivas de la administración pública
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841,Administración del Estado y aplicación de la política económica y social de la comunidad,8413,"Regulación de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social "
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841,Administración del Estado y aplicación de la política económica y social de la comunidad,8414,Actividades reguladoras y facilitadoras de la actividad económica
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,841,Administración del Estado y aplicación de la política económica y social de la comunidad,8415,Actividades de los otros órganos de control
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842,Prestación de servicios a la comunidad en general,8421,Relaciones exteriores 
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842,Prestación de servicios a la comunidad en general,8422,Actividades de defensa
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842,Prestación de servicios a la comunidad en general,8423,Orden público y actividades de seguridad
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,842,Prestación de servicios a la comunidad en general,8424,Administración de justicia
O,ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA,84,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,843,Actividades de planes de seguridad social de afiliación obligatoria,8430,Actividades de planes de seguridad social de afiliación obligatoria
P,EDUCACIÓN,85,Educación,851,"Educación de la primera infancia, preescolar y básica primaria",8511,Educación de la primera infancia
P,EDUCACIÓN,85,Educación,851,"Educación de la primera infancia, preescolar y básica primaria",8512,Educación preescolar
P,EDUCACIÓN,85,Educación,851,"Educación de la primera infancia, preescolar y básica primaria",8513,Educación básica primaria
P,EDUCACIÓN,85,Educación,852,Educación secundaria y de formación laboral,8521,Educación básica secundaria 
P,EDUCACIÓN,85,Educación,852,Educación secundaria y de formación laboral,8522,Educación media académica
P,EDUCACIÓN,85,Educación,852,Educación secundaria y de formación laboral,8523,Educación media técnica y de formación laboral
P,EDUCACIÓN,85,Educación,853,Establecimientos que combinan diferentes niveles de educación ,8530,Establecimientos que combinan diferentes niveles de educación 
P,EDUCACIÓN,85,Educación,854,Educación superior,8541,Educación técnica profesional
P,EDUCACIÓN,85,Educación,854,Educación superior,8542,Educación tecnológica
P,EDUCACIÓN,85,Educación,854,Educación superior,8543,Educación de instituciones universitarias o de escuelas tecnológicas
P,EDUCACIÓN,85,Educación,854,Educación superior,8544,Educación de universidades
P,EDUCACIÓN,85,Educación,855,Otros tipos de educación,8551,Formación académica no formal 
P,EDUCACIÓN,85,Educación,855,Otros tipos de educación,8552,Enseñanza deportiva y recreativa
P,EDUCACIÓN,85,Educación,855,Otros tipos de educación,8553,Enseñanza cultural
P,EDUCACIÓN,85,Educación,855,Otros tipos de educación,8559,Otros tipos de educación n.c.p.
P,EDUCACIÓN,85,Educación,856,Actividades de apoyo a la educación,8560,Actividades de apoyo a la educación
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,861,"Actividades de hospitales y clínicas, con internación",8610,"Actividades de hospitales y clínicas, con internación"
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,862,"Actividades de práctica médica y odontológica, sin internación ",8621,"Actividades de la práctica médica, sin internación"
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,862,"Actividades de práctica médica y odontológica, sin internación ",8622,Actividades de la práctica odontológica
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,869,Otras actividades de atención relacionadas con la salud humana,8691,Actividades de apoyo diagnóstico
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,869,Otras actividades de atención relacionadas con la salud humana,8692,Actividades de apoyo terapéutico
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,86,Actividades de atención de la salud humana,869,Otras actividades de atención relacionadas con la salud humana,8699,Otras actividades de atención de la salud humana
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,87,Actividades de atención residencial medicalizada,871,Actividades de atención residencial medicalizada de tipo general,8710,Actividades de atención residencial medicalizada de tipo general
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,87,Actividades de atención residencial medicalizada,872,"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",8720,"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas"
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,87,Actividades de atención residencial medicalizada,873,Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas,8730,Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,87,Actividades de atención residencial medicalizada,879,Otras actividades de atención en instituciones con alojamiento,8790,Otras actividades de atención en instituciones con alojamiento
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,88,Actividades de asistencia social sin alojamiento,881,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,8810,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas
Q,ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL,88,Actividades de asistencia social sin alojamiento,889,Otras actividades de asistencia social sin alojamiento,8890,Otras actividades de asistencia social sin alojamiento
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9001,Creación literaria
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9002,Creación musical
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9003,Creación teatral
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9004,Creación audiovisual
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9005,Artes plásticas y visuales
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9006,Actividades teatrales
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9007,Actividades de espectáculos musicales en vivo
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",90,"Actividades creativas, artísticas y de entretenimiento",900,"Actividades creativas, artísticas y de entretenimiento ",9008,Otras actividades de espectáculos en vivo
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9101,Actividades de bibliotecas y archivos
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9102,"Actividades y funcionamiento de museos, conservación de edificios y sitios históricos"
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",91,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",910,"Actividades de bibliotecas, archivos, museos y otras actividades culturales",9103,"Actividades de jardines botánicos, zoológicos y reservas naturales"
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",92,Actividades de juegos de azar y apuestas,920,Actividades de juegos de azar y apuestas,9200,Actividades de juegos de azar y apuestas
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",93,Actividades deportivas y actividades recreativas y de esparcimiento,931,Actividades deportivas,9311,Gestión de instalaciones deportivas
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",93,Actividades deportivas y actividades recreativas y de esparcimiento,931,Actividades deportivas,9312,Actividades de clubes deportivos
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",93,Actividades deportivas y actividades recreativas y de esparcimiento,931,Actividades deportivas,9319,Otras actividades deportivas
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",93,Actividades deportivas y actividades recreativas y de esparcimiento,932,Otras actividades recreativas y de esparcimiento,9321,Actividades de parques de atracciones y parques temáticos
R,"ACTIVIDADES ARTÍSTICAS, DE ENTRETENIMIENTO Y RECREACIÓN",93,Actividades deportivas y actividades recreativas y de esparcimiento,932,Otras actividades recreativas y de esparcimiento,9329,Otras actividades recreativas y de esparcimiento n.c.p.
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,941,"Actividades de asociaciones empresariales y de empleadores, ",9411,Actividades de asociaciones empresariales y de empleadores
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,941,"Actividades de asociaciones empresariales y de empleadores, ",9412,Actividades de asociaciones profesionales
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,942,Actividades de sindicatos de empleados,9420,Actividades de sindicatos de empleados
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,949,Actividades de otras asociaciones,9491,Actividades de asociaciones religiosas
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,949,Actividades de otras asociaciones,9492,Actividades de asociaciones políticas
S,OTRAS ACTIVIDADES DE SERVICIOS,94,Actividades de asociaciones,949,Actividades de otras asociaciones,9499,Actividades de otras asociaciones n.c.p.
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",951,Mantenimiento y reparación de computadores y equipo de comunicaciones,9511,Mantenimiento y reparación de computadores y de equipo periférico
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",951,Mantenimiento y reparación de computadores y equipo de comunicaciones,9512,Mantenimiento y reparación de equipos de comunicación
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",952,Mantenimiento y reparación de efectos personales y enseres domésticos,9521,Mantenimiento y reparación de aparatos electrónicos de consumo
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",952,Mantenimiento y reparación de efectos personales y enseres domésticos,9522,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería 
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",952,Mantenimiento y reparación de efectos personales y enseres domésticos,9523,Reparación de calzado y artículos de cuero
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",952,Mantenimiento y reparación de efectos personales y enseres domésticos,9524,Reparación de muebles y accesorios para el hogar
S,OTRAS ACTIVIDADES DE SERVICIOS,95,"Mantenimiento y reparación de computadores, efectos personales y enseres domésticos",952,Mantenimiento y reparación de efectos personales y enseres domésticos,9529,Mantenimiento y reparación de otros efectos personales y enseres domésticos
S,OTRAS ACTIVIDADES DE SERVICIOS,96,Otras actividades de servicios personales,960,Otras actividades de servicios personales,9601,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel"
S,OTRAS ACTIVIDADES DE SERVICIOS,96,Otras actividades de servicios personales,960,Otras actividades de servicios personales,9602,Peluquería y otros tratamientos de belleza
S,OTRAS ACTIVIDADES DE SERVICIOS,96,Otras actividades de servicios personales,960,Otras actividades de servicios personales,9603,Pompas fúnebres y actividades relacionadas
S,OTRAS ACTIVIDADES DE SERVICIOS,96,Otras actividades de servicios personales,960,Otras actividades de servicios personales,9609,Otras actividades de servicios personales n.c.p.
T,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,97,Actividades de los hogares individuales como empleadores de personal doméstico,970,Actividades de los hogares individuales como empleadores de personal doméstico,9700,Actividades de los hogares individuales como empleadores de personal doméstico
T,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,98,Actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,981,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,9810,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
T,ACTIVIDADES DE LOS HOGARES INDIVIDUALES EN CALIDAD DE EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES INDIVIDUALES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO,98,Actividades no diferenciadas de los hogares individuales como productores de bienes y servicios para uso propio,982,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,9820,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio
